Month,Region,Channel,Category,Product,UnitsSold,UnitPrice,Revenue,Cost,Profit,StockoutFlag
2024-01,Port Harcourt,Open Market/Kiosk,Snacks,Biscuit Pack,24,299.1413582865415,7179.39,4938.01,2241.38,0
2024-01,Port Harcourt,Convenience Store,Snacks,Biscuit Pack,18,259.35085840030956,4668.32,3117.64,1550.68,1
2024-01,Port Harcourt,Online,Snacks,Biscuit Pack,10,395.9890368876541,3959.89,2755.56,1204.33,0
2024-01,Port Harcourt,Supermarket,Snacks,Chips 45g,35,141.89537642689388,4966.34,3130.17,1836.17,0
2024-01,Port Harcourt,Open Market/Kiosk,Snacks,Chips 45g,71,360.4426763132516,25591.43,18980.96,6610.47,0
2024-01,Port Harcourt,Convenience Store,Snacks,Chips 45g,32,109.11611790905106,3491.72,2207.99,1283.73,0
2024-01,Port Harcourt,Online,Snacks,Chips 45g,11,399.8241177312,4398.07,3213.29,1184.78,0
2024-01,Port Harcourt,Supermarket,Snacks,Chocolate Bar,45,198.1099484689716,8914.95,6415.84,2499.11,0
2024-01,Port Harcourt,Open Market/Kiosk,Snacks,Chocolate Bar,51,197.37574897008108,10066.16,6626.39,3439.77,0
2024-01,Port Harcourt,Convenience Store,Snacks,Chocolate Bar,18,281.03457801441334,5058.62,3323.35,1735.27,0
2024-01,Port Harcourt,Online,Snacks,Chocolate Bar,11,214.05868563575712,2354.65,1627.5,727.15,0
2024-01,Port Harcourt,Supermarket,Personal Care,Soap Bar,54,306.8065874803279,16567.56,10545.62,6021.94,1
2024-01,Port Harcourt,Open Market/Kiosk,Personal Care,Soap Bar,38,576.560968433658,21909.32,14168.67,7740.65,0
2024-01,Port Harcourt,Convenience Store,Personal Care,Soap Bar,27,913.0060685684846,24651.16,17412.52,7238.64,0
2024-01,Port Harcourt,Online,Personal Care,Soap Bar,21,795.2038879406356,16699.28,12402.73,4296.55,0
2024-01,Port Harcourt,Supermarket,Personal Care,Toothpaste 100g,33,1110.02081105821,36630.69,26267.09,10363.6,0
2024-01,Port Harcourt,Open Market/Kiosk,Personal Care,Toothpaste 100g,55,706.5909108635062,38862.5,27613.01,11249.49,0
2024-01,Port Harcourt,Convenience Store,Personal Care,Toothpaste 100g,16,792.027671442663,12672.44,8733.48,3938.96,0
2024-01,Port Harcourt,Online,Personal Care,Toothpaste 100g,17,1192.1303943319695,20266.22,14361.67,5904.55,0
2024-01,Port Harcourt,Supermarket,Personal Care,Shampoo 200ml,24,591.0344059039687,14184.83,8658.61,5526.22,0
2024-01,Port Harcourt,Open Market/Kiosk,Personal Care,Shampoo 200ml,24,885.7896321424747,21258.95,13817.26,7441.69,0
2024-01,Port Harcourt,Convenience Store,Personal Care,Shampoo 200ml,26,1161.862756054842,30208.43,19035.54,11172.89,0
2024-01,Port Harcourt,Online,Personal Care,Shampoo 200ml,14,1015.9049647107563,14222.67,9385.5,4837.17,0
2024-01,Port Harcourt,Supermarket,Household,Detergent 1kg,37,540.4848319987583,19997.94,14344.61,5653.33,0
2024-01,Port Harcourt,Open Market/Kiosk,Household,Detergent 1kg,28,836.6796687817118,23427.03,16166.74,7260.29,0
2024-01,Port Harcourt,Convenience Store,Household,Detergent 1kg,44,528.0030376740237,23232.13,15265.68,7966.45,0
2024-01,Port Harcourt,Online,Household,Detergent 1kg,14,780.7096991915641,10929.94,7608.83,3321.11,0
2024-01,Port Harcourt,Supermarket,Household,Bleach 500ml,49,838.5293305495444,41087.94,26917.95,14169.99,0
2024-01,Port Harcourt,Open Market/Kiosk,Household,Bleach 500ml,55,1104.9089461592268,60769.99,42109.85,18660.14,0
2024-01,Port Harcourt,Convenience Store,Household,Bleach 500ml,24,463.55861709600333,11125.41,8316.82,2808.59,0
2024-01,Port Harcourt,Online,Household,Bleach 500ml,11,960.3643409647686,10564.01,7628.22,2935.79,0
2024-01,Port Harcourt,Supermarket,Household,Air Freshener,32,894.7631137034548,28632.42,18758.93,9873.49,0
2024-01,Port Harcourt,Open Market/Kiosk,Household,Air Freshener,58,421.11150450536235,24424.47,17440.13,6984.34,0
2024-01,Port Harcourt,Convenience Store,Household,Air Freshener,19,1455.5343087531367,27655.15,17048.31,10606.84,0
2024-01,Port Harcourt,Online,Household,Air Freshener,12,1211.0927851265797,14533.11,9539.29,4993.82,0
2024-01,Port Harcourt,Supermarket,Dairy,Milk 1L,43,534.4420306360048,22981.01,14666.49,8314.52,0
2024-01,Port Harcourt,Open Market/Kiosk,Dairy,Milk 1L,45,586.9652142643827,26413.43,16443.03,9970.4,0
2024-01,Port Harcourt,Convenience Store,Dairy,Milk 1L,19,257.8705089026768,4899.54,3642.69,1256.85,0
2024-01,Port Harcourt,Online,Dairy,Milk 1L,13,313.95717231370827,4081.44,2853.11,1228.33,0
2024-01,Port Harcourt,Supermarket,Dairy,Yogurt 200ml,24,498.2607657743823,11958.26,7543.91,4414.35,0
2024-01,Port Harcourt,Open Market/Kiosk,Dairy,Yogurt 200ml,49,440.3343238556271,21576.38,16117.46,5458.92,0
2024-01,Port Harcourt,Convenience Store,Dairy,Yogurt 200ml,32,396.0001476985037,12672.0,8310.62,4361.38,0
2024-01,Port Harcourt,Online,Dairy,Yogurt 200ml,20,669.7770282258839,13395.54,8611.81,4783.73,0
2024-01,Port Harcourt,Supermarket,Dairy,Butter 250g,54,723.5189401550485,39070.02,27992.38,11077.64,0
2024-01,Port Harcourt,Open Market/Kiosk,Dairy,Butter 250g,45,721.886941490442,32484.91,23475.8,9009.11,0
2024-01,Port Harcourt,Convenience Store,Dairy,Butter 250g,30,617.2642953583604,18517.93,13024.27,5493.66,0
2024-01,Port Harcourt,Online,Dairy,Butter 250g,13,894.6764683770863,11630.79,7151.5,4479.29,0
2024-01,Kano,Supermarket,Beverages,Cola 50cl,37,296.61425920593496,10974.73,7497.21,3477.52,0
2024-01,Kano,Open Market/Kiosk,Beverages,Cola 50cl,48,190.4961120330475,9143.81,5905.44,3238.37,0
2024-01,Kano,Convenience Store,Beverages,Cola 50cl,27,268.6088668373568,7252.44,5025.49,2226.95,0
2024-01,Kano,Online,Beverages,Cola 50cl,17,246.19457797722475,4185.31,2863.17,1322.14,0
2024-01,Kano,Supermarket,Beverages,Malt Drink 33cl,29,315.0098820360124,9135.29,6556.71,2578.58,0
2024-01,Kano,Open Market/Kiosk,Beverages,Malt Drink 33cl,40,179.49050534125678,7179.62,4952.03,2227.59,0
2024-01,Kano,Convenience Store,Beverages,Malt Drink 33cl,25,307.1303236160464,7678.26,5265.6,2412.66,0
2024-01,Kano,Online,Beverages,Malt Drink 33cl,10,155.23934170641297,1552.39,1000.99,551.4,1
2024-01,Kano,Supermarket,Beverages,Bottled Water 75cl,32,318.3867133583617,10188.37,6317.01,3871.36,0
2024-01,Kano,Open Market/Kiosk,Beverages,Bottled Water 75cl,39,295.90164573047934,11540.16,8224.74,3315.42,0
2024-01,Kano,Convenience Store,Beverages,Bottled Water 75cl,23,206.43741493864002,4748.06,3042.52,1705.54,0
2024-01,Kano,Online,Beverages,Bottled Water 75cl,10,247.51423873467687,2475.14,1682.76,792.38,0
2024-01,Kano,Supermarket,Snacks,Biscuit Pack,20,389.0183302640651,7780.37,5156.98,2623.39,0
2024-01,Kano,Open Market/Kiosk,Snacks,Biscuit Pack,25,239.17974600650086,5979.49,3690.03,2289.46,0
2024-01,Kano,Convenience Store,Snacks,Biscuit Pack,23,257.0172734123099,5911.4,3606.84,2304.56,0
2024-01,Kano,Online,Snacks,Biscuit Pack,14,149.73236204898274,2096.25,1403.11,693.14,0
2024-01,Kano,Supermarket,Snacks,Chips 45g,24,341.92108516985184,8206.11,5171.53,3034.58,0
2024-01,Kano,Open Market/Kiosk,Snacks,Chips 45g,34,161.46438224521376,5489.79,3490.52,1999.27,0
2024-01,Kano,Convenience Store,Snacks,Chips 45g,22,131.64210998698917,2896.13,2074.62,821.51,1
2024-01,Kano,Online,Snacks,Chips 45g,10,273.27800976434725,2732.78,2014.78,718.0,0
2024-01,Kano,Supermarket,Snacks,Chocolate Bar,29,357.15377709962587,10357.46,6433.09,3924.37,0
2024-01,Kano,Open Market/Kiosk,Snacks,Chocolate Bar,33,232.0970255105047,7659.2,5518.76,2140.44,0
2024-01,Kano,Convenience Store,Snacks,Chocolate Bar,29,148.6700217347438,4311.43,3052.07,1259.36,0
2024-01,Kano,Online,Snacks,Chocolate Bar,8,345.7190541584968,2765.75,1854.92,910.83,0
2024-01,Kano,Supermarket,Personal Care,Soap Bar,30,456.3854338221694,13691.56,8421.62,5269.94,0
2024-01,Kano,Open Market/Kiosk,Personal Care,Soap Bar,28,858.8357107305881,24047.4,16128.42,7918.98,1
2024-01,Kano,Convenience Store,Personal Care,Soap Bar,26,362.67703334616516,9429.6,5979.09,3450.51,0
2024-01,Kano,Online,Personal Care,Soap Bar,14,491.3799387339865,6879.32,4801.59,2077.73,1
2024-01,Kano,Supermarket,Personal Care,Toothpaste 100g,44,1116.4755276352469,49124.92,30292.8,18832.12,0
2024-01,Kano,Open Market/Kiosk,Personal Care,Toothpaste 100g,36,399.6485339936841,14387.35,10229.2,4158.15,0
2024-01,Kano,Convenience Store,Personal Care,Toothpaste 100g,17,1024.4160991572949,17415.07,12347.3,5067.77,0
2024-01,Kano,Online,Personal Care,Toothpaste 100g,20,786.6286289804193,15732.57,9468.81,6263.76,0
2024-01,Kano,Supermarket,Personal Care,Shampoo 200ml,24,343.3285523805181,8239.89,5769.33,2470.56,0
2024-01,Kano,Open Market/Kiosk,Personal Care,Shampoo 200ml,34,331.203240053835,11260.91,8201.93,3058.98,0
2024-01,Kano,Convenience Store,Personal Care,Shampoo 200ml,18,1046.35811938508,18834.45,12762.54,6071.91,0
2024-01,Kano,Online,Personal Care,Shampoo 200ml,15,699.0420129412689,10485.63,7222.03,3263.6,0
2024-01,Kano,Supermarket,Household,Detergent 1kg,20,1445.584157844824,28911.68,20571.79,8339.89,0
2024-01,Kano,Open Market/Kiosk,Household,Detergent 1kg,33,554.0265073086495,18282.87,13634.08,4648.79,0
2024-01,Kano,Convenience Store,Household,Detergent 1kg,24,406.0563790764629,9745.35,6167.45,3577.9,0
2024-01,Kano,Online,Household,Detergent 1kg,12,1424.929091376098,17099.15,10482.87,6616.28,0
2024-01,Kano,Supermarket,Household,Bleach 500ml,24,1492.0985228989773,35810.36,22961.95,12848.41,0
2024-01,Kano,Open Market/Kiosk,Household,Bleach 500ml,44,1306.1694226434242,57471.45,41562.19,15909.26,0
2024-01,Kano,Convenience Store,Household,Bleach 500ml,20,525.9364018724956,10518.73,7031.09,3487.64,0
2024-01,Kano,Online,Household,Bleach 500ml,12,1435.8982827808175,17230.78,12092.57,5138.21,0
2024-01,Kano,Supermarket,Household,Air Freshener,35,1196.3703610127031,41872.96,30792.03,11080.93,0
2024-01,Kano,Open Market/Kiosk,Household,Air Freshener,26,1034.9198754080057,26907.92,16641.22,10266.7,0
2024-01,Kano,Convenience Store,Household,Air Freshener,22,1140.2632846338756,25085.79,16204.09,8881.7,0
2024-01,Kano,Online,Household,Air Freshener,16,750.7535001532527,12012.06,7876.02,4136.04,0
2024-01,Kano,Supermarket,Dairy,Milk 1L,32,474.82034947960733,15194.25,9468.59,5725.66,0
2024-01,Kano,Open Market/Kiosk,Dairy,Milk 1L,36,643.7565121442487,23175.23,15172.57,8002.66,0
2024-01,Kano,Convenience Store,Dairy,Milk 1L,24,275.34740817369254,6608.34,3995.69,2612.65,0
2024-01,Kano,Online,Dairy,Milk 1L,13,871.3472388209575,11327.51,7329.98,3997.53,0
2024-01,Kano,Supermarket,Dairy,Yogurt 200ml,42,471.2516177654287,19792.57,13482.92,6309.65,0
2024-01,Kano,Open Market/Kiosk,Dairy,Yogurt 200ml,43,376.50549385816674,16189.74,9853.84,6335.9,0
2024-01,Kano,Convenience Store,Dairy,Yogurt 200ml,24,511.1562204253108,12267.75,9189.49,3078.26,0
2024-01,Kano,Online,Dairy,Yogurt 200ml,16,602.965979572481,9647.46,6118.06,3529.4,1
2024-01,Kano,Supermarket,Dairy,Butter 250g,39,766.2369306571135,29883.24,19166.07,10717.17,0
2024-01,Kano,Open Market/Kiosk,Dairy,Butter 250g,48,493.96444014774124,23710.29,15242.58,8467.71,0
2024-01,Kano,Convenience Store,Dairy,Butter 250g,26,514.929735572981,13388.17,9694.75,3693.42,0
2024-01,Kano,Online,Dairy,Butter 250g,14,824.2520959409394,11539.53,7699.73,3839.8,0
